epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,2285.63,0.35544,0.23539,0.8024,0.92223,0.70683,0.79953,0.64096,0.58854,0.49587,0.82409,0.000208,0.000208,0.000208
62,2322.77,0.34129,0.2281,0.80149,0.91902,0.71091,0.7979,0.64597,0.57831,0.48679,0.82069,0.0001948,0.0001948,0.0001948
63,2360.23,0.3444,0.22703,0.79868,0.93502,0.6946,0.79945,0.65387,0.57409,0.47499,0.82026,0.0001816,0.0001816,0.0001816
64,2397.41,0.33733,0.22429,0.8007,0.92159,0.71196,0.80395,0.65786,0.57988,0.50921,0.8222,0.0001684,0.0001684,0.0001684
65,2435.94,0.33613,0.22541,0.80199,0.89259,0.70946,0.79096,0.6468,0.57838,0.49851,0.82104,0.0001552,0.0001552,0.0001552
66,2503.97,0.32131,0.20748,0.78127,0.92796,0.70204,0.79924,0.65452,0.58384,0.48912,0.82155,0.000142,0.000142,0.000142
67,2540.89,0.31394,0.20399,0.78199,0.92212,0.71261,0.79739,0.6557,0.58318,0.49677,0.82262,0.0001288,0.0001288,0.0001288
68,2577.75,0.30672,0.19936,0.77979,0.93008,0.70891,0.79804,0.65426,0.57973,0.497,0.82124,0.0001156,0.0001156,0.0001156
69,2614.51,0.30353,0.196,0.77597,0.92406,0.7217,0.80655,0.6659,0.58202,0.50957,0.8222,0.0001024,0.0001024,0.0001024
70,2651.89,0.29873,0.19532,0.77384,0.91569,0.73945,0.81638,0.66711,0.58019,0.51112,0.82122,8.92e-05,8.92e-05,8.92e-05
71,2689.93,0.29668,0.1917,0.77626,0.90372,0.74883,0.81021,0.66618,0.57714,0.49051,0.82423,7.6e-05,7.6e-05,7.6e-05
72,2726.85,0.29165,0.1897,0.77372,0.91456,0.73611,0.8114,0.6668,0.57362,0.49254,0.82192,6.28e-05,6.28e-05,6.28e-05
73,2763.63,0.28847,0.18797,0.77514,0.91301,0.74253,0.81103,0.66738,0.57933,0.49876,0.82292,4.96e-05,4.96e-05,4.96e-05
74,2800.26,0.28085,0.18395,0.77466,0.90613,0.746,0.81244,0.66159,0.57804,0.49595,0.82449,3.64e-05,3.64e-05,3.64e-05
75,2837.12,0.28157,0.18339,0.7765,0.90081,0.74779,0.81139,0.66477,0.57736,0.49724,0.82445,2.32e-05,2.32e-05,2.32e-05
