epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,1991.04,0.38332,0.25505,0.80474,0.82557,0.72533,0.79393,0.63816,0.58437,0.4739,0.82563,0.0004258,0.0004258,0.0004258
60,2024.54,0.38056,0.25265,0.8039,0.85117,0.7546,0.80165,0.64859,0.58766,0.45768,0.8262,0.0004159,0.0004159,0.0004159
61,2058.02,0.38161,0.25241,0.80614,0.89399,0.70159,0.79494,0.64411,0.58128,0.48276,0.82358,0.000406,0.000406,0.000406
62,2090.87,0.37336,0.24883,0.80415,0.85488,0.73031,0.79736,0.64054,0.58127,0.44414,0.82516,0.0003961,0.0003961,0.0003961
63,2123.63,0.36635,0.24808,0.8046,0.91861,0.715,0.80115,0.64698,0.59381,0.45169,0.82813,0.0003862,0.0003862,0.0003862
64,2156.5,0.37127,0.24937,0.80384,0.92295,0.6967,0.79505,0.649,0.58279,0.46116,0.82723,0.0003763,0.0003763,0.0003763
65,2189.28,0.36747,0.25034,0.80316,0.81088,0.73505,0.79954,0.6425,0.58997,0.45814,0.83128,0.0003664,0.0003664,0.0003664
66,2221.93,0.36553,0.24355,0.80542,0.88498,0.75167,0.79698,0.64807,0.58588,0.45586,0.8288,0.0003565,0.0003565,0.0003565
67,2254.72,0.36141,0.24011,0.80185,0.91958,0.7053,0.78386,0.63837,0.58133,0.46271,0.82509,0.0003466,0.0003466,0.0003466
68,2287.72,0.35602,0.23645,0.80133,0.87531,0.71331,0.78906,0.64698,0.58416,0.47761,0.82673,0.0003367,0.0003367,0.0003367
69,2320.47,0.35569,0.23581,0.80015,0.89578,0.72261,0.80342,0.65636,0.58355,0.49309,0.82551,0.0003268,0.0003268,0.0003268
70,2353.78,0.35554,0.23761,0.80239,0.86102,0.72716,0.7932,0.65261,0.58208,0.48627,0.82745,0.0003169,0.0003169,0.0003169
71,2386.53,0.3463,0.23219,0.80148,0.89218,0.72277,0.80327,0.65427,0.58906,0.46137,0.83233,0.000307,0.000307,0.000307
72,2419.36,0.34482,0.23196,0.79761,0.84283,0.75133,0.80632,0.66577,0.5893,0.46479,0.83142,0.0002971,0.0002971,0.0002971
73,2452.43,0.34575,0.22965,0.79895,0.88162,0.74357,0.80796,0.65899,0.58489,0.46196,0.82984,0.0002872,0.0002872,0.0002872
74,2485.54,0.34287,0.22839,0.79755,0.88047,0.73577,0.81011,0.65072,0.58415,0.46602,0.82836,0.0002773,0.0002773,0.0002773
75,2518.37,0.33751,0.22747,0.79843,0.85713,0.76638,0.79968,0.64683,0.5817,0.47475,0.82537,0.0002674,0.0002674,0.0002674
76,2551.42,0.33633,0.22602,0.79761,0.86259,0.72589,0.78651,0.64307,0.57555,0.47657,0.82323,0.0002575,0.0002575,0.0002575
77,2584,0.33131,0.22384,0.79538,0.90413,0.71274,0.79365,0.64504,0.57854,0.46484,0.82363,0.0002476,0.0002476,0.0002476
78,2616.91,0.33057,0.22205,0.79686,0.92325,0.68178,0.79639,0.65294,0.575,0.45843,0.82284,0.0002377,0.0002377,0.0002377
79,2649.79,0.32776,0.21844,0.79834,0.84984,0.73555,0.80687,0.66118,0.57937,0.4593,0.82534,0.0002278,0.0002278,0.0002278
80,2682.25,0.32945,0.21967,0.79711,0.82486,0.73427,0.79239,0.65328,0.57494,0.45385,0.82701,0.0002179,0.0002179,0.0002179
81,2714.78,0.32498,0.21589,0.7953,0.88058,0.69659,0.78367,0.64109,0.58022,0.47353,0.82424,0.000208,0.000208,0.000208
82,2747.25,0.31364,0.21092,0.79676,0.83018,0.73433,0.79221,0.64508,0.57859,0.45725,0.82988,0.0001981,0.0001981,0.0001981
83,2779.75,0.31682,0.2095,0.79408,0.91391,0.71127,0.78991,0.65276,0.57663,0.45454,0.82463,0.0001882,0.0001882,0.0001882
84,2812.82,0.312,0.20955,0.79661,0.84837,0.71567,0.7935,0.65737,0.57948,0.46511,0.82592,0.0001783,0.0001783,0.0001783
85,2845.27,0.31373,0.21023,0.7952,0.91627,0.70465,0.80302,0.66491,0.56979,0.4418,0.82374,0.0001684,0.0001684,0.0001684
86,2877.92,0.30954,0.20657,0.79199,0.82395,0.72114,0.78822,0.64956,0.57283,0.45354,0.82673,0.0001585,0.0001585,0.0001585
87,2911.23,0.30697,0.20481,0.79399,0.82511,0.73306,0.79574,0.65977,0.57188,0.44835,0.82429,0.0001486,0.0001486,0.0001486
88,2944.06,0.30713,0.20671,0.79378,0.85895,0.70612,0.78439,0.64892,0.57578,0.46525,0.82578,0.0001387,0.0001387,0.0001387
89,2976.67,0.30002,0.20124,0.7931,0.87223,0.71639,0.79099,0.64728,0.57398,0.443,0.82497,0.0001288,0.0001288,0.0001288
90,3009.34,0.30013,0.20106,0.7926,0.83555,0.72702,0.79885,0.66147,0.57174,0.44681,0.82321,0.0001189,0.0001189,0.0001189
91,3071.07,0.2808,0.18516,0.77218,0.86627,0.67692,0.7717,0.63526,0.57618,0.46274,0.826,0.000109,0.000109,0.000109
92,3103.93,0.27574,0.18168,0.77066,0.83475,0.72036,0.78004,0.64155,0.57867,0.46683,0.82678,9.91e-05,9.91e-05,9.91e-05
93,3136.65,0.27013,0.17702,0.77242,0.83277,0.7213,0.78457,0.64916,0.57957,0.46611,0.8293,8.92e-05,8.92e-05,8.92e-05
94,3169.45,0.26406,0.17584,0.77242,0.84095,0.71455,0.78715,0.64876,0.57386,0.46159,0.82373,7.93e-05,7.93e-05,7.93e-05
95,3202.11,0.26429,0.17497,0.77505,0.89744,0.6663,0.77351,0.64198,0.57415,0.46745,0.8233,6.94e-05,6.94e-05,6.94e-05
96,3234.94,0.26107,0.17296,0.77293,0.90529,0.65912,0.782,0.64902,0.5765,0.46613,0.82768,5.95e-05,5.95e-05,5.95e-05
97,3269.01,0.25683,0.17031,0.76948,0.84711,0.72044,0.78791,0.6546,0.57214,0.46811,0.82765,4.96e-05,4.96e-05,4.96e-05
98,3301.75,0.25102,0.16939,0.7711,0.83167,0.72886,0.78602,0.65071,0.57217,0.47044,0.82812,3.97e-05,3.97e-05,3.97e-05
99,3334.44,0.2549,0.16894,0.77066,0.81312,0.72529,0.78809,0.65288,0.57162,0.47814,0.82781,2.98e-05,2.98e-05,2.98e-05
100,3367.19,0.25243,0.16956,0.76939,0.82166,0.71956,0.78838,0.65324,0.57007,0.47764,0.82526,1.99e-05,1.99e-05,1.99e-05
