epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1098.25,0.48702,0.33427,0.82466,0.9025,0.71064,0.78751,0.62848,0.61636,0.4756,0.83138,0.0007228,0.0007228,0.0007228
30,1133.29,0.47893,0.32596,0.82372,0.85339,0.69594,0.77785,0.61695,0.60999,0.47608,0.8243,0.0007129,0.0007129,0.0007129
31,1166.49,0.47823,0.32496,0.82237,0.86428,0.6772,0.78455,0.61814,0.61913,0.46876,0.83146,0.000703,0.000703,0.000703
32,1199.7,0.46934,0.325,0.8236,0.8348,0.72063,0.77915,0.62954,0.59478,0.4723,0.82845,0.0006931,0.0006931,0.0006931
33,1235.54,0.47422,0.31781,0.8209,0.88274,0.73239,0.78717,0.62115,0.60783,0.47737,0.83026,0.0006832,0.0006832,0.0006832
34,1268.23,0.46682,0.31604,0.82036,0.8675,0.72558,0.79536,0.64224,0.59747,0.46916,0.8255,0.0006733,0.0006733,0.0006733
35,1306.2,0.4647,0.31516,0.82005,0.90993,0.72799,0.7992,0.63889,0.60555,0.45723,0.83178,0.0006634,0.0006634,0.0006634
36,1341.67,0.45407,0.30948,0.82006,0.79682,0.7521,0.76749,0.61299,0.61888,0.46718,0.83368,0.0006535,0.0006535,0.0006535
37,1377.05,0.45258,0.31224,0.81927,0.88837,0.73065,0.8008,0.63042,0.60234,0.45022,0.83089,0.0006436,0.0006436,0.0006436
38,1416.2,0.45319,0.31009,0.82069,0.88451,0.70973,0.78536,0.62634,0.60292,0.45358,0.84131,0.0006337,0.0006337,0.0006337
39,1453.71,0.45209,0.30632,0.82098,0.88127,0.70182,0.77747,0.62366,0.60396,0.46783,0.82702,0.0006238,0.0006238,0.0006238
40,1487.11,0.44424,0.30098,0.8184,0.8691,0.72388,0.78256,0.63327,0.60033,0.46647,0.83201,0.0006139,0.0006139,0.0006139
41,1521.36,0.44621,0.29478,0.8186,0.88189,0.69606,0.77456,0.61815,0.59322,0.48475,0.82424,0.000604,0.000604,0.000604
42,1555.43,0.43283,0.29003,0.81394,0.9153,0.71727,0.80779,0.64764,0.59962,0.4447,0.83104,0.0005941,0.0005941,0.0005941
43,1589.27,0.43609,0.29354,0.81553,0.90911,0.7025,0.79375,0.64193,0.59787,0.44565,0.82602,0.0005842,0.0005842,0.0005842
44,1622.81,0.42651,0.28515,0.81411,0.8225,0.73252,0.78341,0.62141,0.60541,0.46336,0.82759,0.0005743,0.0005743,0.0005743
45,1656.8,0.42758,0.2893,0.81298,0.84411,0.72046,0.79604,0.64017,0.59411,0.46531,0.8249,0.0005644,0.0005644,0.0005644
46,1689.86,0.42888,0.28858,0.8152,0.87752,0.72987,0.79217,0.63582,0.60689,0.47631,0.83374,0.0005545,0.0005545,0.0005545
47,1722.75,0.42293,0.28085,0.81446,0.88993,0.71453,0.78242,0.63517,0.58799,0.48297,0.82644,0.0005446,0.0005446,0.0005446
48,1757.31,0.41649,0.28028,0.81103,0.88174,0.7247,0.79326,0.64478,0.59529,0.48288,0.83244,0.0005347,0.0005347,0.0005347
49,1791.68,0.41825,0.27768,0.81339,0.89315,0.70196,0.79898,0.64676,0.57845,0.49086,0.82407,0.0005248,0.0005248,0.0005248
50,1824.48,0.4146,0.27565,0.81199,0.9087,0.71644,0.78307,0.64241,0.59346,0.4579,0.8311,0.0005149,0.0005149,0.0005149
51,1857.62,0.40676,0.26945,0.81051,0.91264,0.72016,0.7924,0.63137,0.59555,0.46163,0.82356,0.000505,0.000505,0.000505
52,1891.85,0.40555,0.27216,0.80999,0.81346,0.71674,0.76713,0.61673,0.59272,0.47739,0.82177,0.0004951,0.0004951,0.0004951
